"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|FI","Actual Total Load [MW] - BZN|FI"
"09.11.2024 22:30 - 09.11.2024 22:45","9322","8755"
"09.11.2024 22:45 - 09.11.2024 23:00","9298","8679"
"09.11.2024 23:00 - 09.11.2024 23:15","8838","8716"
"09.11.2024 23:15 - 09.11.2024 23:30","8829","8648"
"09.11.2024 23:30 - 09.11.2024 23:45","8816","8559"
"09.11.2024 23:45 - 10.11.2024 00:00","8783","8537"
"10.11.2024 00:00 - 10.11.2024 00:15","8718","8556"
"10.11.2024 00:15 - 10.11.2024 00:30","8682","8569"
"10.11.2024 00:30 - 10.11.2024 00:45","8663","8537"
"10.11.2024 00:45 - 10.11.2024 01:00","8651","8518"
"10.11.2024 01:00 - 10.11.2024 01:15","8654","8515"
"10.11.2024 01:15 - 10.11.2024 01:30","8649","8485"
"10.11.2024 01:30 - 10.11.2024 01:45","8640","8469"
"10.11.2024 01:45 - 10.11.2024 02:00","8633","8444"
"10.11.2024 02:00 - 10.11.2024 02:15","8625","8450"
"10.11.2024 02:15 - 10.11.2024 02:30","8621","8448"
"10.11.2024 02:30 - 10.11.2024 02:45","8623","8446"
"10.11.2024 02:45 - 10.11.2024 03:00","8620","8432"
"10.11.2024 03:00 - 10.11.2024 03:15","8604","8462"
"10.11.2024 03:15 - 10.11.2024 03:30","8616","8479"
"10.11.2024 03:30 - 10.11.2024 03:45","8637","8510"
"10.11.2024 03:45 - 10.11.2024 04:00","8691","8546"
"10.11.2024 04:00 - 10.11.2024 04:15","8788","8531"
"10.11.2024 04:15 - 10.11.2024 04:30","8845","8551"
"10.11.2024 04:30 - 10.11.2024 04:45","8881","8578"
"10.11.2024 04:45 - 10.11.2024 05:00","8908","8628"
"10.11.2024 05:00 - 10.11.2024 05:15","8915","8615"
"10.11.2024 05:15 - 10.11.2024 05:30","8933","8678"
"10.11.2024 05:30 - 10.11.2024 05:45","8958","8750"
"10.11.2024 05:45 - 10.11.2024 06:00","8972","8764"
"10.11.2024 06:00 - 10.11.2024 06:15","8968","8764"
"10.11.2024 06:15 - 10.11.2024 06:30","8992","8788"
"10.11.2024 06:30 - 10.11.2024 06:45","9031","8832"
"10.11.2024 06:45 - 10.11.2024 07:00","9088","8889"
"10.11.2024 07:00 - 10.11.2024 07:15","9177","8935"
"10.11.2024 07:15 - 10.11.2024 07:30","9240","8998"
"10.11.2024 07:30 - 10.11.2024 07:45","9288","9010"
"10.11.2024 07:45 - 10.11.2024 08:00","9338","9041"
"10.11.2024 08:00 - 10.11.2024 08:15","9389","9099"
"10.11.2024 08:15 - 10.11.2024 08:30","9427","9143"
"10.11.2024 08:30 - 10.11.2024 08:45","9455","9185"
"10.11.2024 08:45 - 10.11.2024 09:00","9474","9201"
"10.11.2024 09:00 - 10.11.2024 09:15","9479","9269"
"10.11.2024 09:15 - 10.11.2024 09:30","9486","9262"
"10.11.2024 09:30 - 10.11.2024 09:45","9492","9276"
"10.11.2024 09:45 - 10.11.2024 10:00","9491","9257"
"10.11.2024 10:00 - 10.11.2024 10:15","9486","9252"
"10.11.2024 10:15 - 10.11.2024 10:30","9478","9241"
"10.11.2024 10:30 - 10.11.2024 10:45","9470","9246"
"10.11.2024 10:45 - 10.11.2024 11:00","9453","9225"
"10.11.2024 11:00 - 10.11.2024 11:15","9426","9177"
"10.11.2024 11:15 - 10.11.2024 11:30","9409","9177"
"10.11.2024 11:30 - 10.11.2024 11:45","9400","9155"
"10.11.2024 11:45 - 10.11.2024 12:00","9388","9143"
"10.11.2024 12:00 - 10.11.2024 12:15","9368","9154"
"10.11.2024 12:15 - 10.11.2024 12:30","9367","9168"
"10.11.2024 12:30 - 10.11.2024 12:45","9379","9173"
"10.11.2024 12:45 - 10.11.2024 13:00","9397","9177"
"10.11.2024 13:00 - 10.11.2024 13:15","9420","9129"
"10.11.2024 13:15 - 10.11.2024 13:30","9457","9146"
"10.11.2024 13:30 - 10.11.2024 13:45","9501","9204"
"10.11.2024 13:45 - 10.11.2024 14:00","9568","9234"
"10.11.2024 14:00 - 10.11.2024 14:15","9672","9305"
"10.11.2024 14:15 - 10.11.2024 14:30","9742","9429"
"10.11.2024 14:30 - 10.11.2024 14:45","9791","9513"
"10.11.2024 14:45 - 10.11.2024 15:00","9836","9532"
"10.11.2024 15:00 - 10.11.2024 15:15","9873","9514"
"10.11.2024 15:15 - 10.11.2024 15:30","9903","9494"
"10.11.2024 15:30 - 10.11.2024 15:45","9931","9513"
"10.11.2024 15:45 - 10.11.2024 16:00","9945","9553"
"10.11.2024 16:00 - 10.11.2024 16:15","9948","9561"
"10.11.2024 16:15 - 10.11.2024 16:30","9949","9577"
"10.11.2024 16:30 - 10.11.2024 16:45","9945","9604"
"10.11.2024 16:45 - 10.11.2024 17:00","9939","9601"
"10.11.2024 17:00 - 10.11.2024 17:15","9933","9593"
"10.11.2024 17:15 - 10.11.2024 17:30","9912","9619"
"10.11.2024 17:30 - 10.11.2024 17:45","9883","9612"
"10.11.2024 17:45 - 10.11.2024 18:00","9831","9563"
"10.11.2024 18:00 - 10.11.2024 18:15","9740","9539"
"10.11.2024 18:15 - 10.11.2024 18:30","9689","9503"
"10.11.2024 18:30 - 10.11.2024 18:45","9664","9463"
"10.11.2024 18:45 - 10.11.2024 19:00","9646","9390"
"10.11.2024 19:00 - 10.11.2024 19:15","9643","9342"
"10.11.2024 19:15 - 10.11.2024 19:30","9644","9272"
"10.11.2024 19:30 - 10.11.2024 19:45","9647","9164"
"10.11.2024 19:45 - 10.11.2024 20:00","9670","9061"
"10.11.2024 20:00 - 10.11.2024 20:15","9721","9281"
"10.11.2024 20:15 - 10.11.2024 20:30","9746","9485"
"10.11.2024 20:30 - 10.11.2024 20:45","9749","9505"
"10.11.2024 20:45 - 10.11.2024 21:00","9766","9495"
"10.11.2024 21:00 - 10.11.2024 21:15","9812","9592"
"10.11.2024 21:15 - 10.11.2024 21:30","9795","9486"
"10.11.2024 21:30 - 10.11.2024 21:45","9747","9376"
"10.11.2024 21:45 - 10.11.2024 22:00","9634","9252"
"10.11.2024 22:00 - 10.11.2024 22:15","9406","9234"
"10.11.2024 22:15 - 10.11.2024 22:30","9292","9166"
"10.11.2024 22:30 - 10.11.2024 22:45","9249","9096"
"10.11.2024 22:45 - 10.11.2024 23:00","9221","9031"
"10.11.2024 23:00 - 10.11.2024 23:15","8820","9036"
"10.11.2024 23:15 - 10.11.2024 23:30","8816","8978"
"10.11.2024 23:30 - 10.11.2024 23:45","8809","8898"
"10.11.2024 23:45 - 11.11.2024 00:00","8798","8850"
"11.11.2024 00:00 - 11.11.2024 00:15","8784","8829"
"11.11.2024 00:15 - 11.11.2024 00:30","8766","8804"
"11.11.2024 00:30 - 11.11.2024 00:45","8750","8736"
"11.11.2024 00:45 - 11.11.2024 01:00","8719","8707"
"11.11.2024 01:00 - 11.11.2024 01:15","8664","8730"
"11.11.2024 01:15 - 11.11.2024 01:30","8641","8734"
"11.11.2024 01:30 - 11.11.2024 01:45","8642","8719"
"11.11.2024 01:45 - 11.11.2024 02:00","8647","8714"
"11.11.2024 02:00 - 11.11.2024 02:15","8655","8737"
"11.11.2024 02:15 - 11.11.2024 02:30","8687","8787"
"11.11.2024 02:30 - 11.11.2024 02:45","8740","8812"
"11.11.2024 02:45 - 11.11.2024 03:00","8803","8849"
"11.11.2024 03:00 - 11.11.2024 03:15","8871","8923"
"11.11.2024 03:15 - 11.11.2024 03:30","8972","8974"
"11.11.2024 03:30 - 11.11.2024 03:45","9097","9075"
"11.11.2024 03:45 - 11.11.2024 04:00","9269","9191"
"11.11.2024 04:00 - 11.11.2024 04:15","9525","9430"
"11.11.2024 04:15 - 11.11.2024 04:30","9703","9595"
"11.11.2024 04:30 - 11.11.2024 04:45","9833","9763"
"11.11.2024 04:45 - 11.11.2024 05:00","9959","9933"
"11.11.2024 05:00 - 11.11.2024 05:15","10077","9968"
"11.11.2024 05:15 - 11.11.2024 05:30","10164","10101"
"11.11.2024 05:30 - 11.11.2024 05:45","10228","10163"
"11.11.2024 05:45 - 11.11.2024 06:00","10258","10243"
"11.11.2024 06:00 - 11.11.2024 06:15","10236","10150"
"11.11.2024 06:15 - 11.11.2024 06:30","10239","10119"
"11.11.2024 06:30 - 11.11.2024 06:45","10256","10110"
"11.11.2024 06:45 - 11.11.2024 07:00","10254","10109"
"11.11.2024 07:00 - 11.11.2024 07:15","10230","10121"
"11.11.2024 07:15 - 11.11.2024 07:30","10234","10143"
"11.11.2024 07:30 - 11.11.2024 07:45","10250","10135"
"11.11.2024 07:45 - 11.11.2024 08:00","10285","10106"
"11.11.2024 08:00 - 11.11.2024 08:15","10354","10120"
"11.11.2024 08:15 - 11.11.2024 08:30","10389","10116"
"11.11.2024 08:30 - 11.11.2024 08:45","10404","10139"
"11.11.2024 08:45 - 11.11.2024 09:00","10410","10152"
"11.11.2024 09:00 - 11.11.2024 09:15","10400","10199"
"11.11.2024 09:15 - 11.11.2024 09:30","10395","10170"
"11.11.2024 09:30 - 11.11.2024 09:45","10392","10144"
"11.11.2024 09:45 - 11.11.2024 10:00","10386","10143"
"11.11.2024 10:00 - 11.11.2024 10:15","10381","10114"
"11.11.2024 10:15 - 11.11.2024 10:30","10368","10099"
"11.11.2024 10:30 - 11.11.2024 10:45","10350","10106"
"11.11.2024 10:45 - 11.11.2024 11:00","10321","10065"
"11.11.2024 11:00 - 11.11.2024 11:15","10271","10059"
"11.11.2024 11:15 - 11.11.2024 11:30","10242","10031"
"11.11.2024 11:30 - 11.11.2024 11:45","10225","10051"
"11.11.2024 11:45 - 11.11.2024 12:00","10215","10009"
"11.11.2024 12:00 - 11.11.2024 12:15","10216","9959"
"11.11.2024 12:15 - 11.11.2024 12:30","10212","9983"
"11.11.2024 12:30 - 11.11.2024 12:45","10207","10007"
"11.11.2024 12:45 - 11.11.2024 13:00","10198","10007"
"11.11.2024 13:00 - 11.11.2024 13:15","10177","9927"
"11.11.2024 13:15 - 11.11.2024 13:30","10178","9902"
"11.11.2024 13:30 - 11.11.2024 13:45","10191","9945"
"11.11.2024 13:45 - 11.11.2024 14:00","10224","9954"
"11.11.2024 14:00 - 11.11.2024 14:15","10290","9996"
"11.11.2024 14:15 - 11.11.2024 14:30","10326","10076"
"11.11.2024 14:30 - 11.11.2024 14:45","10343","10124"
"11.11.2024 14:45 - 11.11.2024 15:00","10357","10093"
"11.11.2024 15:00 - 11.11.2024 15:15","10360","10086"
"11.11.2024 15:15 - 11.11.2024 15:30","10362","10079"
"11.11.2024 15:30 - 11.11.2024 15:45","10375","10018"
"11.11.2024 15:45 - 11.11.2024 16:00","10365","10012"
"11.11.2024 16:00 - 11.11.2024 16:15","10337","9980"
"11.11.2024 16:15 - 11.11.2024 16:30","10327","9963"
"11.11.2024 16:30 - 11.11.2024 16:45","10323","9960"
"11.11.2024 16:45 - 11.11.2024 17:00","10332","9940"
"11.11.2024 17:00 - 11.11.2024 17:15","10370","9945"
"11.11.2024 17:15 - 11.11.2024 17:30","10372","9946"
"11.11.2024 17:30 - 11.11.2024 17:45","10349","9942"
"11.11.2024 17:45 - 11.11.2024 18:00","10320","9898"
"11.11.2024 18:00 - 11.11.2024 18:15","10282","9821"
"11.11.2024 18:15 - 11.11.2024 18:30","10227","9758"
"11.11.2024 18:30 - 11.11.2024 18:45","10167","9707"
"11.11.2024 18:45 - 11.11.2024 19:00","10062","9599"
"11.11.2024 19:00 - 11.11.2024 19:15","9880","9518"
"11.11.2024 19:15 - 11.11.2024 19:30","9788","9419"
"11.11.2024 19:30 - 11.11.2024 19:45","9744","9334"
"11.11.2024 19:45 - 11.11.2024 20:00","9751","9167"
"11.11.2024 20:00 - 11.11.2024 20:15","9853","9316"
"11.11.2024 20:15 - 11.11.2024 20:30","9871","9417"
"11.11.2024 20:30 - 11.11.2024 20:45","9839","9420"
"11.11.2024 20:45 - 11.11.2024 21:00","9800","9382"
"11.11.2024 21:00 - 11.11.2024 21:15","9742","9344"
"11.11.2024 21:15 - 11.11.2024 21:30","9670","9220"
"11.11.2024 21:30 - 11.11.2024 21:45","9596","9056"
"11.11.2024 21:45 - 11.11.2024 22:00","9472","8929"
"11.11.2024 22:00 - 11.11.2024 22:15","9266","8996"
"11.11.2024 22:15 - 11.11.2024 22:30","9156","8924"
"11.11.2024 22:30 - 11.11.2024 22:45","9109","8884"
"11.11.2024 22:45 - 11.11.2024 23:00","9080","8792"
"11.11.2024 23:00 - 11.11.2024 23:15","8802","8730"
"11.11.2024 23:15 - 11.11.2024 23:30","8794","8687"
"11.11.2024 23:30 - 11.11.2024 23:45","8782","8643"
"11.11.2024 23:45 - 12.11.2024 00:00","8753","8612"
"12.11.2024 00:00 - 12.11.2024 00:15","8699","8575"
"12.11.2024 00:15 - 12.11.2024 00:30","8666","8528"
"12.11.2024 00:30 - 12.11.2024 00:45","8646","8534"
"12.11.2024 00:45 - 12.11.2024 01:00","8623","8474"
"12.11.2024 01:00 - 12.11.2024 01:15","8597","8493"
"12.11.2024 01:15 - 12.11.2024 01:30","8586","8469"
"12.11.2024 01:30 - 12.11.2024 01:45","8588","8478"
"12.11.2024 01:45 - 12.11.2024 02:00","8595","8459"
"12.11.2024 02:00 - 12.11.2024 02:15","8606","8407"
"12.11.2024 02:15 - 12.11.2024 02:30","8633","8413"
"12.11.2024 02:30 - 12.11.2024 02:45","8676","8431"
"12.11.2024 02:45 - 12.11.2024 03:00","8720","8477"
"12.11.2024 03:00 - 12.11.2024 03:15","8755","8549"
"12.11.2024 03:15 - 12.11.2024 03:30","8834","8625"
"12.11.2024 03:30 - 12.11.2024 03:45","8949","8716"
"12.11.2024 03:45 - 12.11.2024 04:00","9100","8813"
"12.11.2024 04:00 - 12.11.2024 04:15","9324","9042"
"12.11.2024 04:15 - 12.11.2024 04:30","9489","9237"
"12.11.2024 04:30 - 12.11.2024 04:45","9617","9391"
"12.11.2024 04:45 - 12.11.2024 05:00","9758","9607"
"12.11.2024 05:00 - 12.11.2024 05:15","9922","9715"
"12.11.2024 05:15 - 12.11.2024 05:30","10026","9813"
"12.11.2024 05:30 - 12.11.2024 05:45","10093","9872"
"12.11.2024 05:45 - 12.11.2024 06:00","10115","9939"
"12.11.2024 06:00 - 12.11.2024 06:15","10067","9876"
"12.11.2024 06:15 - 12.11.2024 06:30","10059","9897"
"12.11.2024 06:30 - 12.11.2024 06:45","10072","9872"
"12.11.2024 06:45 - 12.11.2024 07:00","10073","9838"
"12.11.2024 07:00 - 12.11.2024 07:15","10066","9924"
"12.11.2024 07:15 - 12.11.2024 07:30","10069","9917"
"12.11.2024 07:30 - 12.11.2024 07:45","10078","9973"
"12.11.2024 07:45 - 12.11.2024 08:00","10093","9984"
"12.11.2024 08:00 - 12.11.2024 08:15","10120","9956"
"12.11.2024 08:15 - 12.11.2024 08:30","10137","10008"
"12.11.2024 08:30 - 12.11.2024 08:45","10148","9975"
"12.11.2024 08:45 - 12.11.2024 09:00","10159","10024"
"12.11.2024 09:00 - 12.11.2024 09:15","10170","10003"
"12.11.2024 09:15 - 12.11.2024 09:30","10176","9976"
"12.11.2024 09:30 - 12.11.2024 09:45","10178","9925"
"12.11.2024 09:45 - 12.11.2024 10:00","10177","9874"
"12.11.2024 10:00 - 12.11.2024 10:15","10171","9891"
"12.11.2024 10:15 - 12.11.2024 10:30","10164","9876"
"12.11.2024 10:30 - 12.11.2024 10:45","10155","9852"
"12.11.2024 10:45 - 12.11.2024 11:00","10143","9867"
"12.11.2024 11:00 - 12.11.2024 11:15","10128","9836"
"12.11.2024 11:15 - 12.11.2024 11:30","10113","9814"
"12.11.2024 11:30 - 12.11.2024 11:45","10099","9828"
"12.11.2024 11:45 - 12.11.2024 12:00","10074","9772"
"12.11.2024 12:00 - 12.11.2024 12:15","10026","9818"
"12.11.2024 12:15 - 12.11.2024 12:30","10011","9884"
"12.11.2024 12:30 - 12.11.2024 12:45","10017","9864"
"12.11.2024 12:45 - 12.11.2024 13:00","10034","9889"
"12.11.2024 13:00 - 12.11.2024 13:15","10069","9908"
"12.11.2024 13:15 - 12.11.2024 13:30","10107","9880"
"12.11.2024 13:30 - 12.11.2024 13:45","10146","9853"
"12.11.2024 13:45 - 12.11.2024 14:00","10208","9913"
"12.11.2024 14:00 - 12.11.2024 14:15","10307","9997"
"12.11.2024 14:15 - 12.11.2024 14:30","10367","10085"
"12.11.2024 14:30 - 12.11.2024 14:45","10405","10213"
"12.11.2024 14:45 - 12.11.2024 15:00","10433","10205"
"12.11.2024 15:00 - 12.11.2024 15:15","10445","10160"
"12.11.2024 15:15 - 12.11.2024 15:30","10457","10153"
"12.11.2024 15:30 - 12.11.2024 15:45","10472","10145"
"12.11.2024 15:45 - 12.11.2024 16:00","10475","10107"
"12.11.2024 16:00 - 12.11.2024 16:15","10469","9954"
"12.11.2024 16:15 - 12.11.2024 16:30","10461","9970"
"12.11.2024 16:30 - 12.11.2024 16:45","10449","9939"
"12.11.2024 16:45 - 12.11.2024 17:00","10433","9914"
"12.11.2024 17:00 - 12.11.2024 17:15","10416","9897"
"12.11.2024 17:15 - 12.11.2024 17:30","10389","9852"
"12.11.2024 17:30 - 12.11.2024 17:45","10354","9852"
"12.11.2024 17:45 - 12.11.2024 18:00","10314","9818"
"12.11.2024 18:00 - 12.11.2024 18:15","10270","9780"
"12.11.2024 18:15 - 12.11.2024 18:30","10215","9826"
"12.11.2024 18:30 - 12.11.2024 18:45","10158","9721"
"12.11.2024 18:45 - 12.11.2024 19:00","10069","9689"
"12.11.2024 19:00 - 12.11.2024 19:15","9924","9577"
"12.11.2024 19:15 - 12.11.2024 19:30","9850","9490"
"12.11.2024 19:30 - 12.11.2024 19:45","9812","9361"
"12.11.2024 19:45 - 12.11.2024 20:00","9818","9247"
"12.11.2024 20:00 - 12.11.2024 20:15","9906","9365"
"12.11.2024 20:15 - 12.11.2024 20:30","9919","9510"
"12.11.2024 20:30 - 12.11.2024 20:45","9887","9495"
"12.11.2024 20:45 - 12.11.2024 21:00","9846","9433"
"12.11.2024 21:00 - 12.11.2024 21:15","9784","9405"
"12.11.2024 21:15 - 12.11.2024 21:30","9713","9275"
"12.11.2024 21:30 - 12.11.2024 21:45","9641","9148"
"12.11.2024 21:45 - 12.11.2024 22:00","9523","9001"
"12.11.2024 22:00 - 12.11.2024 22:15","9330","8905"
"12.11.2024 22:15 - 12.11.2024 22:30","9226","8879"
"12.11.2024 22:30 - 12.11.2024 22:45","9181","8791"
"12.11.2024 22:45 - 12.11.2024 23:00","9154","8793"
"12.11.2024 23:00 - 12.11.2024 23:15","8709","9060"
"12.11.2024 23:15 - 12.11.2024 23:30","8702","9084"
"12.11.2024 23:30 - 12.11.2024 23:45","8690","9054"
"12.11.2024 23:45 - 13.11.2024 00:00","8660","8965"
"13.11.2024 00:00 - 13.11.2024 00:15","8603","8968"
"13.11.2024 00:15 - 13.11.2024 00:30","8572","8862"
"13.11.2024 00:30 - 13.11.2024 00:45","8555","8899"
"13.11.2024 00:45 - 13.11.2024 01:00","8541","8901"
"13.11.2024 01:00 - 13.11.2024 01:15","8536","8916"
"13.11.2024 01:15 - 13.11.2024 01:30","8532","8914"
"13.11.2024 01:30 - 13.11.2024 01:45","8533","8859"
"13.11.2024 01:45 - 13.11.2024 02:00","8529","8860"
"13.11.2024 02:00 - 13.11.2024 02:15","8511","8887"
"13.11.2024 02:15 - 13.11.2024 02:30","8525","8913"
"13.11.2024 02:30 - 13.11.2024 02:45","8566","8903"
"13.11.2024 02:45 - 13.11.2024 03:00","8612","8942"
"13.11.2024 03:00 - 13.11.2024 03:15","8658","9009"
"13.11.2024 03:15 - 13.11.2024 03:30","8744","9043"
"13.11.2024 03:30 - 13.11.2024 03:45","8866","9178"
"13.11.2024 03:45 - 13.11.2024 04:00","9025","9324"
"13.11.2024 04:00 - 13.11.2024 04:15","9262","9547"
"13.11.2024 04:15 - 13.11.2024 04:30","9435","9737"
"13.11.2024 04:30 - 13.11.2024 04:45","9565","9918"
"13.11.2024 04:45 - 13.11.2024 05:00","9707","10064"
"13.11.2024 05:00 - 13.11.2024 05:15","9866","10168"
"13.11.2024 05:15 - 13.11.2024 05:30","9968","10229"
"13.11.2024 05:30 - 13.11.2024 05:45","10035","10277"
"13.11.2024 05:45 - 13.11.2024 06:00","10056","10366"
"13.11.2024 06:00 - 13.11.2024 06:15","10005","10349"
"13.11.2024 06:15 - 13.11.2024 06:30","9998","10308"
"13.11.2024 06:30 - 13.11.2024 06:45","10012","10315"
"13.11.2024 06:45 - 13.11.2024 07:00","10019","10263"
"13.11.2024 07:00 - 13.11.2024 07:15","10025","10353"
"13.11.2024 07:15 - 13.11.2024 07:30","10034","10322"
"13.11.2024 07:30 - 13.11.2024 07:45","10044","10453"
"13.11.2024 07:45 - 13.11.2024 08:00","10056","10514"
"13.11.2024 08:00 - 13.11.2024 08:15","10068","10625"
"13.11.2024 08:15 - 13.11.2024 08:30","10083","10682"
"13.11.2024 08:30 - 13.11.2024 08:45","10096","10702"
"13.11.2024 08:45 - 13.11.2024 09:00","10120","10688"
"13.11.2024 09:00 - 13.11.2024 09:15","10167","10594"
"13.11.2024 09:15 - 13.11.2024 09:30","10180","10546"
"13.11.2024 09:30 - 13.11.2024 09:45","10176","10515"
"13.11.2024 09:45 - 13.11.2024 10:00","10151","10509"
"13.11.2024 10:00 - 13.11.2024 10:15","10090","10486"
"13.11.2024 10:15 - 13.11.2024 10:30","10057","10508"
"13.11.2024 10:30 - 13.11.2024 10:45","10039","10521"
"13.11.2024 10:45 - 13.11.2024 11:00","10021","10482"
"13.11.2024 11:00 - 13.11.2024 11:15","10007","10370"
"13.11.2024 11:15 - 13.11.2024 11:30","9996","10462"
"13.11.2024 11:30 - 13.11.2024 11:45","9988","10392"
"13.11.2024 11:45 - 13.11.2024 12:00","9987","10368"
"13.11.2024 12:00 - 13.11.2024 12:15","9999","10265"
"13.11.2024 12:15 - 13.11.2024 12:30","10000","10223"
"13.11.2024 12:30 - 13.11.2024 12:45","9999","10312"
"13.11.2024 12:45 - 13.11.2024 13:00","9985","10358"
"13.11.2024 13:00 - 13.11.2024 13:15","9947","10359"
"13.11.2024 13:15 - 13.11.2024 13:30","9945","10352"
"13.11.2024 13:30 - 13.11.2024 13:45","9962","10271"
"13.11.2024 13:45 - 13.11.2024 14:00","10006","10291"
"13.11.2024 14:00 - 13.11.2024 14:15","10096","10343"
"13.11.2024 14:15 - 13.11.2024 14:30","10144","10425"
"13.11.2024 14:30 - 13.11.2024 14:45","10166","10487"
"13.11.2024 14:45 - 13.11.2024 15:00","10185","10439"
"13.11.2024 15:00 - 13.11.2024 15:15","10198","10560"
"13.11.2024 15:15 - 13.11.2024 15:30","10199","10544"
"13.11.2024 15:30 - 13.11.2024 15:45","10194","10495"
"13.11.2024 15:45 - 13.11.2024 16:00","10164","10516"
"13.11.2024 16:00 - 13.11.2024 16:15","10100","10455"
"13.11.2024 16:15 - 13.11.2024 16:30","10064","10486"
"13.11.2024 16:30 - 13.11.2024 16:45","10043","10572"
"13.11.2024 16:45 - 13.11.2024 17:00","10031","10595"
"13.11.2024 17:00 - 13.11.2024 17:15","10041","10593"
"13.11.2024 17:15 - 13.11.2024 17:30","10028","10599"
"13.11.2024 17:30 - 13.11.2024 17:45","10000","10577"
"13.11.2024 17:45 - 13.11.2024 18:00","9970","10585"
"13.11.2024 18:00 - 13.11.2024 18:15","9936","10499"
"13.11.2024 18:15 - 13.11.2024 18:30","9891","10466"
"13.11.2024 18:30 - 13.11.2024 18:45","9843","10301"
"13.11.2024 18:45 - 13.11.2024 19:00","9767","10199"
"13.11.2024 19:00 - 13.11.2024 19:15","9640","10093"
"13.11.2024 19:15 - 13.11.2024 19:30","9575","9981"
"13.11.2024 19:30 - 13.11.2024 19:45","9540","9873"
"13.11.2024 19:45 - 13.11.2024 20:00","9548","9699"
"13.11.2024 20:00 - 13.11.2024 20:15","9636","9867"
"13.11.2024 20:15 - 13.11.2024 20:30","9643","10032"
"13.11.2024 20:30 - 13.11.2024 20:45","9605","10016"
"13.11.2024 20:45 - 13.11.2024 21:00","9540","9970"
"13.11.2024 21:00 - 13.11.2024 21:15","9423","9863"
"13.11.2024 21:15 - 13.11.2024 21:30","9338","9715"
"13.11.2024 21:30 - 13.11.2024 21:45","9274","9578"
"13.11.2024 21:45 - 13.11.2024 22:00","9191","9427"
"13.11.2024 22:00 - 13.11.2024 22:15","9082","9388"
"13.11.2024 22:15 - 13.11.2024 22:30","9018","9324"
"13.11.2024 22:30 - 13.11.2024 22:45","8986","9303"
"13.11.2024 22:45 - 13.11.2024 23:00","8967","9245"
"13.11.2024 23:00 - 13.11.2024 23:15","9139","9132"
"13.11.2024 23:15 - 13.11.2024 23:30","9129","9215"
"13.11.2024 23:30 - 13.11.2024 23:45","9111","9125"
"13.11.2024 23:45 - 14.11.2024 00:00","9073","8991"
"14.11.2024 00:00 - 14.11.2024 00:15","9008","9055"
"14.11.2024 00:15 - 14.11.2024 00:30","8961","9066"
"14.11.2024 00:30 - 14.11.2024 00:45","8927","9000"
"14.11.2024 00:45 - 14.11.2024 01:00","8884","8869"
"14.11.2024 01:00 - 14.11.2024 01:15","8828","8933"
"14.11.2024 01:15 - 14.11.2024 01:30","8797","8962"
"14.11.2024 01:30 - 14.11.2024 01:45","8787","8849"
"14.11.2024 01:45 - 14.11.2024 02:00","8784","8837"
"14.11.2024 02:00 - 14.11.2024 02:15","8790","8834"
"14.11.2024 02:15 - 14.11.2024 02:30","8812","8775"
"14.11.2024 02:30 - 14.11.2024 02:45","8851","8834"
"14.11.2024 02:45 - 14.11.2024 03:00","8895","8883"
"14.11.2024 03:00 - 14.11.2024 03:15","8939","8915"
"14.11.2024 03:15 - 14.11.2024 03:30","9020","8991"
"14.11.2024 03:30 - 14.11.2024 03:45","9126","9122"
"14.11.2024 03:45 - 14.11.2024 04:00","9274","9197"
"14.11.2024 04:00 - 14.11.2024 04:15","9494","9478"
"14.11.2024 04:15 - 14.11.2024 04:30","9654","9749"
"14.11.2024 04:30 - 14.11.2024 04:45","9776","9856"
"14.11.2024 04:45 - 14.11.2024 05:00","9907","10073"
"14.11.2024 05:00 - 14.11.2024 05:15","10051","10222"
"14.11.2024 05:15 - 14.11.2024 05:30","10146","10307"
"14.11.2024 05:30 - 14.11.2024 05:45","10209","10418"
"14.11.2024 05:45 - 14.11.2024 06:00","10231","10467"
"14.11.2024 06:00 - 14.11.2024 06:15","10188","10497"
"14.11.2024 06:15 - 14.11.2024 06:30","10183","10506"
"14.11.2024 06:30 - 14.11.2024 06:45","10198","10461"
"14.11.2024 06:45 - 14.11.2024 07:00","10205","10529"
"14.11.2024 07:00 - 14.11.2024 07:15","10208","10620"
