"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"28.10.2024 09:15 - 28.10.2024 09:30","10714","10520"
"28.10.2024 09:30 - 28.10.2024 09:45","10775","10507"
"28.10.2024 09:45 - 28.10.2024 10:00","10806","10505"
"28.10.2024 10:00 - 28.10.2024 10:15","10924","10533"
"28.10.2024 10:15 - 28.10.2024 10:30","10791","10552"
"28.10.2024 10:30 - 28.10.2024 10:45","10803","10526"
"28.10.2024 10:45 - 28.10.2024 11:00","10806","10535"
"28.10.2024 11:00 - 28.10.2024 11:15","10730","10359"
"28.10.2024 11:15 - 28.10.2024 11:30","10663","10289"
"28.10.2024 11:30 - 28.10.2024 11:45","10617","10186"
"28.10.2024 11:45 - 28.10.2024 12:00","10582","10160"
"28.10.2024 12:00 - 28.10.2024 12:15","10537","10296"
"28.10.2024 12:15 - 28.10.2024 12:30","10465","10320"
"28.10.2024 12:30 - 28.10.2024 12:45","10413","10324"
"28.10.2024 12:45 - 28.10.2024 13:00","10424","10123"
"28.10.2024 13:00 - 28.10.2024 13:15","10266","10087"
"28.10.2024 13:15 - 28.10.2024 13:30","10275","10087"
"28.10.2024 13:30 - 28.10.2024 13:45","10239","10071"
"28.10.2024 13:45 - 28.10.2024 14:00","10238","10098"
"28.10.2024 14:00 - 28.10.2024 14:15","10272","10178"
"28.10.2024 14:15 - 28.10.2024 14:30","10180","10143"
"28.10.2024 14:30 - 28.10.2024 14:45","10171","10172"
"28.10.2024 14:45 - 28.10.2024 15:00","10165","10057"
"28.10.2024 15:00 - 28.10.2024 15:15","9998","10111"
"28.10.2024 15:15 - 28.10.2024 15:30","10081","10140"
"28.10.2024 15:30 - 28.10.2024 15:45","10194","10215"
"28.10.2024 15:45 - 28.10.2024 16:00","10217","10232"
"28.10.2024 16:00 - 28.10.2024 16:15","10297","10233"
"28.10.2024 16:15 - 28.10.2024 16:30","10353","10471"
"28.10.2024 16:30 - 28.10.2024 16:45","10397","10736"
"28.10.2024 16:45 - 28.10.2024 17:00","10431","10923"
"28.10.2024 17:00 - 28.10.2024 17:15","10790","10985"
"28.10.2024 17:15 - 28.10.2024 17:30","10731","10911"
"28.10.2024 17:30 - 28.10.2024 17:45","10718","10801"
"28.10.2024 17:45 - 28.10.2024 18:00","10643","10737"
"28.10.2024 18:00 - 28.10.2024 18:15","10912","10486"
"28.10.2024 18:15 - 28.10.2024 18:30","10758","10239"
"28.10.2024 18:30 - 28.10.2024 18:45","10622","10076"
"28.10.2024 18:45 - 28.10.2024 19:00","10455","9870"
"28.10.2024 19:00 - 28.10.2024 19:15","10360","9648"
"28.10.2024 19:15 - 28.10.2024 19:30","10181","9501"
"28.10.2024 19:30 - 28.10.2024 19:45","10022","9437"
"28.10.2024 19:45 - 28.10.2024 20:00","9891","9299"
"28.10.2024 20:00 - 28.10.2024 20:15","9655","9159"
"28.10.2024 20:15 - 28.10.2024 20:30","9543","9071"
"28.10.2024 20:30 - 28.10.2024 20:45","9490","8952"
"28.10.2024 20:45 - 28.10.2024 21:00","9368","8802"
"28.10.2024 21:00 - 28.10.2024 21:15","9362","8831"
"28.10.2024 21:15 - 28.10.2024 21:30","9153","8861"
"28.10.2024 21:30 - 28.10.2024 21:45","9075","8897"
"28.10.2024 21:45 - 28.10.2024 22:00","8934","8792"
"28.10.2024 22:00 - 28.10.2024 22:15","8827","8676"
"28.10.2024 22:15 - 28.10.2024 22:30","8715","8571"
"28.10.2024 22:30 - 28.10.2024 22:45","8627","8345"
"28.10.2024 22:45 - 28.10.2024 23:00","8539","8335"
"28.10.2024 23:00 - 28.10.2024 23:15","8218","8121"
"28.10.2024 23:15 - 28.10.2024 23:30","8111","7918"
"28.10.2024 23:30 - 28.10.2024 23:45","8096","7818"
"28.10.2024 23:45 - 29.10.2024 00:00","7951","7703"
"29.10.2024 00:00 - 29.10.2024 00:15","7793","7694"
"29.10.2024 00:15 - 29.10.2024 00:30","7734","7596"
"29.10.2024 00:30 - 29.10.2024 00:45","7715","7460"
"29.10.2024 00:45 - 29.10.2024 01:00","7667","7402"
"29.10.2024 01:00 - 29.10.2024 01:15","7465","7356"
"29.10.2024 01:15 - 29.10.2024 01:30","7442","7299"
"29.10.2024 01:30 - 29.10.2024 01:45","7447","7379"
"29.10.2024 01:45 - 29.10.2024 02:00","7432","7319"
"29.10.2024 02:00 - 29.10.2024 02:15","7356","7405"
"29.10.2024 02:15 - 29.10.2024 02:30","7375","7297"
"29.10.2024 02:30 - 29.10.2024 02:45","7421","7327"
"29.10.2024 02:45 - 29.10.2024 03:00","7453","7336"
"29.10.2024 03:00 - 29.10.2024 03:15","7218","7330"
"29.10.2024 03:15 - 29.10.2024 03:30","7308","7397"
"29.10.2024 03:30 - 29.10.2024 03:45","7433","7315"
"29.10.2024 03:45 - 29.10.2024 04:00","7569","7370"
"29.10.2024 04:00 - 29.10.2024 04:15","7341","7628"
"29.10.2024 04:15 - 29.10.2024 04:30","7557","7684"
"29.10.2024 04:30 - 29.10.2024 04:45","7768","7770"
"29.10.2024 04:45 - 29.10.2024 05:00","8002","7913"
"29.10.2024 05:00 - 29.10.2024 05:15","8174","8270"
"29.10.2024 05:15 - 29.10.2024 05:30","8367","8490"
"29.10.2024 05:30 - 29.10.2024 05:45","8548","8702"
"29.10.2024 05:45 - 29.10.2024 06:00","8650","8961"
"29.10.2024 06:00 - 29.10.2024 06:15","9375","9401"
"29.10.2024 06:15 - 29.10.2024 06:30","9426","9596"
"29.10.2024 06:30 - 29.10.2024 06:45","9552","9768"
"29.10.2024 06:45 - 29.10.2024 07:00","9661","9839"
"29.10.2024 07:00 - 29.10.2024 07:15","10073","10025"
"29.10.2024 07:15 - 29.10.2024 07:30","10127","10186"
"29.10.2024 07:30 - 29.10.2024 07:45","10157","10347"
"29.10.2024 07:45 - 29.10.2024 08:00","10188","10450"
"29.10.2024 08:00 - 29.10.2024 08:15","10508","10524"
"29.10.2024 08:15 - 29.10.2024 08:30","10484","10656"
"29.10.2024 08:30 - 29.10.2024 08:45","10535","10621"
"29.10.2024 08:45 - 29.10.2024 09:00","10548","10740"
"29.10.2024 09:00 - 29.10.2024 09:15","10489","10638"
"29.10.2024 09:15 - 29.10.2024 09:30","10523","10454"
"29.10.2024 09:30 - 29.10.2024 09:45","10546","10482"
"29.10.2024 09:45 - 29.10.2024 10:00","10511","10426"
"29.10.2024 10:00 - 29.10.2024 10:15","10680","10422"
"29.10.2024 10:15 - 29.10.2024 10:30","10526","10456"
"29.10.2024 10:30 - 29.10.2024 10:45","10539","10464"
"29.10.2024 10:45 - 29.10.2024 11:00","10512","10494"
"29.10.2024 11:00 - 29.10.2024 11:15","10453","10351"
"29.10.2024 11:15 - 29.10.2024 11:30","10368","10208"
"29.10.2024 11:30 - 29.10.2024 11:45","10321","10351"
"29.10.2024 11:45 - 29.10.2024 12:00","10238","10277"
"29.10.2024 12:00 - 29.10.2024 12:15","10277","10388"
"29.10.2024 12:15 - 29.10.2024 12:30","10211","10233"
"29.10.2024 12:30 - 29.10.2024 12:45","10147","10162"
"29.10.2024 12:45 - 29.10.2024 13:00","10110","10132"
"29.10.2024 13:00 - 29.10.2024 13:15","10098","10115"
"29.10.2024 13:15 - 29.10.2024 13:30","10044","9938"
"29.10.2024 13:30 - 29.10.2024 13:45","9961","9949"
"29.10.2024 13:45 - 29.10.2024 14:00","9890","9980"
"29.10.2024 14:00 - 29.10.2024 14:15","9899","10038"
"29.10.2024 14:15 - 29.10.2024 14:30","9903","10004"
"29.10.2024 14:30 - 29.10.2024 14:45","9954","9980"
"29.10.2024 14:45 - 29.10.2024 15:00","9974","10063"
"29.10.2024 15:00 - 29.10.2024 15:15","9828","10005"
"29.10.2024 15:15 - 29.10.2024 15:30","9829","10054"
"29.10.2024 15:30 - 29.10.2024 15:45","9908","10144"
"29.10.2024 15:45 - 29.10.2024 16:00","9971","10288"
"29.10.2024 16:00 - 29.10.2024 16:15","10095","10414"
"29.10.2024 16:15 - 29.10.2024 16:30","10158","10543"
"29.10.2024 16:30 - 29.10.2024 16:45","10197","10760"
"29.10.2024 16:45 - 29.10.2024 17:00","10256","10889"
"29.10.2024 17:00 - 29.10.2024 17:15","10676","11016"
"29.10.2024 17:15 - 29.10.2024 17:30","10618","10943"
"29.10.2024 17:30 - 29.10.2024 17:45","10567","10877"
"29.10.2024 17:45 - 29.10.2024 18:00","10520","10775"
"29.10.2024 18:00 - 29.10.2024 18:15","10880","10617"
"29.10.2024 18:15 - 29.10.2024 18:30","10734","10447"
"29.10.2024 18:30 - 29.10.2024 18:45","10619","10290"
"29.10.2024 18:45 - 29.10.2024 19:00","10480","10178"
"29.10.2024 19:00 - 29.10.2024 19:15","10382","10061"
"29.10.2024 19:15 - 29.10.2024 19:30","10204","9902"
"29.10.2024 19:30 - 29.10.2024 19:45","10046","9779"
"29.10.2024 19:45 - 29.10.2024 20:00","9898","9642"
"29.10.2024 20:00 - 29.10.2024 20:15","9623","9430"
"29.10.2024 20:15 - 29.10.2024 20:30","9544","9404"
"29.10.2024 20:30 - 29.10.2024 20:45","9491","9254"
"29.10.2024 20:45 - 29.10.2024 21:00","9391","9175"
"29.10.2024 21:00 - 29.10.2024 21:15","9372","9259"
"29.10.2024 21:15 - 29.10.2024 21:30","9209","9194"
"29.10.2024 21:30 - 29.10.2024 21:45","9084","9130"
"29.10.2024 21:45 - 29.10.2024 22:00","8936","8957"
"29.10.2024 22:00 - 29.10.2024 22:15","8927","8950"
"29.10.2024 22:15 - 29.10.2024 22:30","8761","8811"
"29.10.2024 22:30 - 29.10.2024 22:45","8635","8655"
"29.10.2024 22:45 - 29.10.2024 23:00","8525","8538"
"29.10.2024 23:00 - 29.10.2024 23:15","8361","8343"
"29.10.2024 23:15 - 29.10.2024 23:30","8254","8208"
"29.10.2024 23:30 - 29.10.2024 23:45","8174","8180"
"29.10.2024 23:45 - 30.10.2024 00:00","8089","8037"
"30.10.2024 00:00 - 30.10.2024 00:15","7833","7989"
"30.10.2024 00:15 - 30.10.2024 00:30","7774","7975"
"30.10.2024 00:30 - 30.10.2024 00:45","7755","7886"
"30.10.2024 00:45 - 30.10.2024 01:00","7706","7846"
"30.10.2024 01:00 - 30.10.2024 01:15","7564","7682"
"30.10.2024 01:15 - 30.10.2024 01:30","7541","7581"
"30.10.2024 01:30 - 30.10.2024 01:45","7545","7551"
"30.10.2024 01:45 - 30.10.2024 02:00","7530","7494"
"30.10.2024 02:00 - 30.10.2024 02:15","7369","7532"
"30.10.2024 02:15 - 30.10.2024 02:30","7388","7436"
"30.10.2024 02:30 - 30.10.2024 02:45","7434","7496"
"30.10.2024 02:45 - 30.10.2024 03:00","7466","7505"
"30.10.2024 03:00 - 30.10.2024 03:15","7330","7560"
"30.10.2024 03:15 - 30.10.2024 03:30","7421","7660"
"30.10.2024 03:30 - 30.10.2024 03:45","7548","7606"
"30.10.2024 03:45 - 30.10.2024 04:00","7686","7603"
"30.10.2024 04:00 - 30.10.2024 04:15","7509","7889"
"30.10.2024 04:15 - 30.10.2024 04:30","7731","7959"
"30.10.2024 04:30 - 30.10.2024 04:45","7946","8052"
"30.10.2024 04:45 - 30.10.2024 05:00","8186","8237"
"30.10.2024 05:00 - 30.10.2024 05:15","8513","8527"
"30.10.2024 05:15 - 30.10.2024 05:30","8713","8710"
"30.10.2024 05:30 - 30.10.2024 05:45","8901","9018"
"30.10.2024 05:45 - 30.10.2024 06:00","9007","9219"
"30.10.2024 06:00 - 30.10.2024 06:15","9752","9520"
"30.10.2024 06:15 - 30.10.2024 06:30","9805","9684"
"30.10.2024 06:30 - 30.10.2024 06:45","9935","9748"
"30.10.2024 06:45 - 30.10.2024 07:00","10048","9898"
"30.10.2024 07:00 - 30.10.2024 07:15","10252","10186"
"30.10.2024 07:15 - 30.10.2024 07:30","10308","10349"
"30.10.2024 07:30 - 30.10.2024 07:45","10338","10467"
"30.10.2024 07:45 - 30.10.2024 08:00","10369","10541"
"30.10.2024 08:00 - 30.10.2024 08:15","10570","10606"
"30.10.2024 08:15 - 30.10.2024 08:30","10546","10659"
"30.10.2024 08:30 - 30.10.2024 08:45","10598","10709"
"30.10.2024 08:45 - 30.10.2024 09:00","10611","10683"
"30.10.2024 09:00 - 30.10.2024 09:15","10635","10638"
"30.10.2024 09:15 - 30.10.2024 09:30","10669","10489"
"30.10.2024 09:30 - 30.10.2024 09:45","10692","10567"
"30.10.2024 09:45 - 30.10.2024 10:00","10657","10563"
"30.10.2024 10:00 - 30.10.2024 10:15","10773","10595"
"30.10.2024 10:15 - 30.10.2024 10:30","10618","10606"
"30.10.2024 10:30 - 30.10.2024 10:45","10631","10619"
"30.10.2024 10:45 - 30.10.2024 11:00","10604","10692"
"30.10.2024 11:00 - 30.10.2024 11:15","10551","10624"
"30.10.2024 11:15 - 30.10.2024 11:30","10464","10496"
"30.10.2024 11:30 - 30.10.2024 11:45","10418","10448"
"30.10.2024 11:45 - 30.10.2024 12:00","10334","10344"
"30.10.2024 12:00 - 30.10.2024 12:15","10401","10367"
"30.10.2024 12:15 - 30.10.2024 12:30","10335","10344"
"30.10.2024 12:30 - 30.10.2024 12:45","10269","10350"
"30.10.2024 12:45 - 30.10.2024 13:00","10232","10237"
"30.10.2024 13:00 - 30.10.2024 13:15","10347","10257"
"30.10.2024 13:15 - 30.10.2024 13:30","10292","10182"
"30.10.2024 13:30 - 30.10.2024 13:45","10207","10206"
"30.10.2024 13:45 - 30.10.2024 14:00","10134","10125"
"30.10.2024 14:00 - 30.10.2024 14:15","10079","10204"
"30.10.2024 14:15 - 30.10.2024 14:30","10083","10170"
"30.10.2024 14:30 - 30.10.2024 14:45","10135","10139"
"30.10.2024 14:45 - 30.10.2024 15:00","10155","10154"
"30.10.2024 15:00 - 30.10.2024 15:15","10014","10199"
"30.10.2024 15:15 - 30.10.2024 15:30","10014","10248"
"30.10.2024 15:30 - 30.10.2024 15:45","10095","10331"
"30.10.2024 15:45 - 30.10.2024 16:00","10160","10408"
"30.10.2024 16:00 - 30.10.2024 16:15","10192","10516"
"30.10.2024 16:15 - 30.10.2024 16:30","10256","10639"
"30.10.2024 16:30 - 30.10.2024 16:45","10295","10911"
"30.10.2024 16:45 - 30.10.2024 17:00","10354","11027"
"30.10.2024 17:00 - 30.10.2024 17:15","10707","11004"
"30.10.2024 17:15 - 30.10.2024 17:30","10649","10958"
"30.10.2024 17:30 - 30.10.2024 17:45","10597","11008"
"30.10.2024 17:45 - 30.10.2024 18:00","10550","10941"
"30.10.2024 18:00 - 30.10.2024 18:15","10924","10808"
"30.10.2024 18:15 - 30.10.2024 18:30","10777","10648"
"30.10.2024 18:30 - 30.10.2024 18:45","10662","10612"
"30.10.2024 18:45 - 30.10.2024 19:00","10522","10421"
"30.10.2024 19:00 - 30.10.2024 19:15","10459","10237"
"30.10.2024 19:15 - 30.10.2024 19:30","10279","10088"
"30.10.2024 19:30 - 30.10.2024 19:45","10120","10008"
"30.10.2024 19:45 - 30.10.2024 20:00","9971","9928"
"30.10.2024 20:00 - 30.10.2024 20:15","9702","9740"
"30.10.2024 20:15 - 30.10.2024 20:30","9622","9575"
"30.10.2024 20:30 - 30.10.2024 20:45","9569","9472"
"30.10.2024 20:45 - 30.10.2024 21:00","9468","9340"
"30.10.2024 21:00 - 30.10.2024 21:15","9379","9328"
"30.10.2024 21:15 - 30.10.2024 21:30","9215","9317"
"30.10.2024 21:30 - 30.10.2024 21:45","9091","9219"
"30.10.2024 21:45 - 30.10.2024 22:00","8943","9171"
"30.10.2024 22:00 - 30.10.2024 22:15","8966","9059"
"30.10.2024 22:15 - 30.10.2024 22:30","8802","8943"
"30.10.2024 22:30 - 30.10.2024 22:45","8678","8830"
"30.10.2024 22:45 - 30.10.2024 23:00","8565","8632"
"30.10.2024 23:00 - 30.10.2024 23:15","8509","8480"
"30.10.2024 23:15 - 30.10.2024 23:30","8392","8368"
"30.10.2024 23:30 - 30.10.2024 23:45","8313","8298"
"30.10.2024 23:45 - 31.10.2024 00:00","8216","8184"
"31.10.2024 00:00 - 31.10.2024 00:15","7896","8094"
"31.10.2024 00:15 - 31.10.2024 00:30","7831","8057"
"31.10.2024 00:30 - 31.10.2024 00:45","7802","7927"
"31.10.2024 00:45 - 31.10.2024 01:00","7758","7857"
"31.10.2024 01:00 - 31.10.2024 01:15","7466","7774"
"31.10.2024 01:15 - 31.10.2024 01:30","7431","7723"
"31.10.2024 01:30 - 31.10.2024 01:45","7436","7665"
"31.10.2024 01:45 - 31.10.2024 02:00","7424","7694"
"31.10.2024 02:00 - 31.10.2024 02:15","7299","7619"
"31.10.2024 02:15 - 31.10.2024 02:30","7312","7700"
"31.10.2024 02:30 - 31.10.2024 02:45","7358","7704"
"31.10.2024 02:45 - 31.10.2024 03:00","7396","7720"
"31.10.2024 03:00 - 31.10.2024 03:15","7277","7800"
"31.10.2024 03:15 - 31.10.2024 03:30","7359","7824"
"31.10.2024 03:30 - 31.10.2024 03:45","7462","7843"
"31.10.2024 03:45 - 31.10.2024 04:00","7587","7967"
"31.10.2024 04:00 - 31.10.2024 04:15","7433","8119"
"31.10.2024 04:15 - 31.10.2024 04:30","7627","8173"
"31.10.2024 04:30 - 31.10.2024 04:45","7820","8364"
"31.10.2024 04:45 - 31.10.2024 05:00","8043","8517"
"31.10.2024 05:00 - 31.10.2024 05:15","8265","8790"
"31.10.2024 05:15 - 31.10.2024 05:30","8463","9012"
"31.10.2024 05:30 - 31.10.2024 05:45","8654","9176"
"31.10.2024 05:45 - 31.10.2024 06:00","8778","9336"
"31.10.2024 06:00 - 31.10.2024 06:15","9596","9628"
"31.10.2024 06:15 - 31.10.2024 06:30","9667","9742"
"31.10.2024 06:30 - 31.10.2024 06:45","9804","9944"
"31.10.2024 06:45 - 31.10.2024 07:00","9907","10117"
"31.10.2024 07:00 - 31.10.2024 07:15","10314","10205"
"31.10.2024 07:15 - 31.10.2024 07:30","10380","10376"
"31.10.2024 07:30 - 31.10.2024 07:45","10423","10512"
"31.10.2024 07:45 - 31.10.2024 08:00","10456","10582"
"31.10.2024 08:00 - 31.10.2024 08:15","10543","10611"
"31.10.2024 08:15 - 31.10.2024 08:30","10532","10619"
"31.10.2024 08:30 - 31.10.2024 08:45","10579","10569"
"31.10.2024 08:45 - 31.10.2024 09:00","10604","10735"
"31.10.2024 09:00 - 31.10.2024 09:15","10550","10830"
"31.10.2024 09:15 - 31.10.2024 09:30","10555","10811"
"31.10.2024 09:30 - 31.10.2024 09:45","10580","10935"
"31.10.2024 09:45 - 31.10.2024 10:00","10537","11008"
"31.10.2024 10:00 - 31.10.2024 10:15","10763","10990"
"31.10.2024 10:15 - 31.10.2024 10:30","10626","11022"
"31.10.2024 10:30 - 31.10.2024 10:45","10634","11142"
"31.10.2024 10:45 - 31.10.2024 11:00","10603","11098"
"31.10.2024 11:00 - 31.10.2024 11:15","10542","10825"
"31.10.2024 11:15 - 31.10.2024 11:30","10449","10706"
"31.10.2024 11:30 - 31.10.2024 11:45","10437","10530"
"31.10.2024 11:45 - 31.10.2024 12:00","10367","10440"
"31.10.2024 12:00 - 31.10.2024 12:15","10348","10444"
"31.10.2024 12:15 - 31.10.2024 12:30","10277","10371"
"31.10.2024 12:30 - 31.10.2024 12:45","10214","10319"
"31.10.2024 12:45 - 31.10.2024 13:00","10177","10248"
"31.10.2024 13:00 - 31.10.2024 13:15","10196","10297"
"31.10.2024 13:15 - 31.10.2024 13:30","10126","10334"
"31.10.2024 13:30 - 31.10.2024 13:45","10052","10389"
"31.10.2024 13:45 - 31.10.2024 14:00","9994","10327"
"31.10.2024 14:00 - 31.10.2024 14:15","10007","10389"
"31.10.2024 14:15 - 31.10.2024 14:30","10011","10441"
"31.10.2024 14:30 - 31.10.2024 14:45","10056","10360"
"31.10.2024 14:45 - 31.10.2024 15:00","10085","10471"
"31.10.2024 15:00 - 31.10.2024 15:15","9965","10383"
"31.10.2024 15:15 - 31.10.2024 15:30","9973","10279"
"31.10.2024 15:30 - 31.10.2024 15:45","10052","10222"
"31.10.2024 15:45 - 31.10.2024 16:00","10125","10303"
"31.10.2024 16:00 - 31.10.2024 16:15","10154","10375"
"31.10.2024 16:15 - 31.10.2024 16:30","10224","10433"
"31.10.2024 16:30 - 31.10.2024 16:45","10283","10775"
"31.10.2024 16:45 - 31.10.2024 17:00","10352","10893"
"31.10.2024 17:00 - 31.10.2024 17:15","10717","10820"
"31.10.2024 17:15 - 31.10.2024 17:30","10660","10852"
"31.10.2024 17:30 - 31.10.2024 17:45","10606","10887"
"31.10.2024 17:45 - 31.10.2024 18:00","10551","10772"
"31.10.2024 18:00 - 31.10.2024 18:15","10917","10653"
"31.10.2024 18:15 - 31.10.2024 18:30","10765","10490"
"31.10.2024 18:30 - 31.10.2024 18:45","10645","10406"
"31.10.2024 18:45 - 31.10.2024 19:00","10506","10262"
"31.10.2024 19:00 - 31.10.2024 19:15","10428","10215"
"31.10.2024 19:15 - 31.10.2024 19:30","10250","9975"
"31.10.2024 19:30 - 31.10.2024 19:45","10097","9857"
"31.10.2024 19:45 - 31.10.2024 20:00","9956","9781"
"31.10.2024 20:00 - 31.10.2024 20:15","9704","9584"
"31.10.2024 20:15 - 31.10.2024 20:30","9632","9473"
"31.10.2024 20:30 - 31.10.2024 20:45","9565","9434"
"31.10.2024 20:45 - 31.10.2024 21:00","9460","9272"
"31.10.2024 21:00 - 31.10.2024 21:15","9355","9331"
"31.10.2024 21:15 - 31.10.2024 21:30","9201","9308"
"31.10.2024 21:30 - 31.10.2024 21:45","9082","9232"
"31.10.2024 21:45 - 31.10.2024 22:00","8931","9209"
"31.10.2024 22:00 - 31.10.2024 22:15","9017","9180"
"31.10.2024 22:15 - 31.10.2024 22:30","8854","9020"
"31.10.2024 22:30 - 31.10.2024 22:45","8722","8905"
"31.10.2024 22:45 - 31.10.2024 23:00","8608","8646"
"31.10.2024 23:00 - 31.10.2024 23:15","8605","8341"
"31.10.2024 23:15 - 31.10.2024 23:30","8483","8258"
"31.10.2024 23:30 - 31.10.2024 23:45","8401","8022"
"31.10.2024 23:45 - 01.11.2024 00:00","8299","7969"
"01.11.2024 00:00 - 01.11.2024 00:15","7582","7905"
"01.11.2024 00:15 - 01.11.2024 00:30","7536","7838"
"01.11.2024 00:30 - 01.11.2024 00:45","7494","7753"
"01.11.2024 00:45 - 01.11.2024 01:00","7434","7723"
"01.11.2024 01:00 - 01.11.2024 01:15","7381","7718"
"01.11.2024 01:15 - 01.11.2024 01:30","7317","7766"
"01.11.2024 01:30 - 01.11.2024 01:45","7296","7717"
"01.11.2024 01:45 - 01.11.2024 02:00","7256","7667"
"01.11.2024 02:00 - 01.11.2024 02:15","7215","7663"
"01.11.2024 02:15 - 01.11.2024 02:30","7187","7586"
"01.11.2024 02:30 - 01.11.2024 02:45","7196","7505"
"01.11.2024 02:45 - 01.11.2024 03:00","7192","7429"
"01.11.2024 03:00 - 01.11.2024 03:15","7182","7392"
"01.11.2024 03:15 - 01.11.2024 03:30","7158","7330"
"01.11.2024 03:30 - 01.11.2024 03:45","7166","7303"
"01.11.2024 03:45 - 01.11.2024 04:00","7181","7274"
"01.11.2024 04:00 - 01.11.2024 04:15","7209","7365"
"01.11.2024 04:15 - 01.11.2024 04:30","7238","7473"
"01.11.2024 04:30 - 01.11.2024 04:45","7282","7508"
"01.11.2024 04:45 - 01.11.2024 05:00","7362","7547"
"01.11.2024 05:00 - 01.11.2024 05:15","7453","7690"
"01.11.2024 05:15 - 01.11.2024 05:30","7540","7871"
"01.11.2024 05:30 - 01.11.2024 05:45","7592","7935"
"01.11.2024 05:45 - 01.11.2024 06:00","7633","8064"
"01.11.2024 06:00 - 01.11.2024 06:15","7690","8092"
"01.11.2024 06:15 - 01.11.2024 06:30","7790","8248"
"01.11.2024 06:30 - 01.11.2024 06:45","7915","8246"
"01.11.2024 06:45 - 01.11.2024 07:00","8037","8288"
"01.11.2024 07:00 - 01.11.2024 07:15","8124","8313"
"01.11.2024 07:15 - 01.11.2024 07:30","8192","8388"
"01.11.2024 07:30 - 01.11.2024 07:45","8263","8458"
"01.11.2024 07:45 - 01.11.2024 08:00","8338","8524"
"01.11.2024 08:00 - 01.11.2024 08:15","8445","8618"
"01.11.2024 08:15 - 01.11.2024 08:30","8573","8730"
"01.11.2024 08:30 - 01.11.2024 08:45","8713","8820"
"01.11.2024 08:45 - 01.11.2024 09:00","8756","8848"
"01.11.2024 09:00 - 01.11.2024 09:15","8790","8959"
"01.11.2024 09:15 - 01.11.2024 09:30","8807","8994"
"01.11.2024 09:30 - 01.11.2024 09:45","8900","9038"
"01.11.2024 09:45 - 01.11.2024 10:00","8949","9057"
"01.11.2024 10:00 - 01.11.2024 10:15","9009","9115"
"01.11.2024 10:15 - 01.11.2024 10:30","9038","9097"
"01.11.2024 10:30 - 01.11.2024 10:45","9049","9136"
"01.11.2024 10:45 - 01.11.2024 11:00","9071","9156"
"01.11.2024 11:00 - 01.11.2024 11:15","9068","9185"
"01.11.2024 11:15 - 01.11.2024 11:30","9066","9117"
"01.11.2024 11:30 - 01.11.2024 11:45","8995","9130"
"01.11.2024 11:45 - 01.11.2024 12:00","8937","9166"
"01.11.2024 12:00 - 01.11.2024 12:15","8881","9236"
"01.11.2024 12:15 - 01.11.2024 12:30","8827","9276"
"01.11.2024 12:30 - 01.11.2024 12:45","8758","9350"
"01.11.2024 12:45 - 01.11.2024 13:00","8698","9286"
"01.11.2024 13:00 - 01.11.2024 13:15","8658","9236"
"01.11.2024 13:15 - 01.11.2024 13:30","8624","9140"
"01.11.2024 13:30 - 01.11.2024 13:45","8570","9128"
"01.11.2024 13:45 - 01.11.2024 14:00","8540","9138"
"01.11.2024 14:00 - 01.11.2024 14:15","8518","8935"
"01.11.2024 14:15 - 01.11.2024 14:30","8534","8910"
"01.11.2024 14:30 - 01.11.2024 14:45","8528","8946"
"01.11.2024 14:45 - 01.11.2024 15:00","8592","8910"
"01.11.2024 15:00 - 01.11.2024 15:15","8651","8897"
"01.11.2024 15:15 - 01.11.2024 15:30","8732","8892"
"01.11.2024 15:30 - 01.11.2024 15:45","8767","8972"
"01.11.2024 15:45 - 01.11.2024 16:00","8938","9059"
"01.11.2024 16:00 - 01.11.2024 16:15","9135","9312"
"01.11.2024 16:15 - 01.11.2024 16:30","9367","9511"
"01.11.2024 16:30 - 01.11.2024 16:45","9489","9668"
"01.11.2024 16:45 - 01.11.2024 17:00","9614","9771"
"01.11.2024 17:00 - 01.11.2024 17:15","9710","9766"
"01.11.2024 17:15 - 01.11.2024 17:30","9811","9791"
"01.11.2024 17:30 - 01.11.2024 17:45","9868","9787"
"01.11.2024 17:45 - 01.11.2024 18:00","9840","9690"
"01.11.2024 18:00 - 01.11.2024 18:15","9764","9582"
