"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"25.07.2024 04:45 - 25.07.2024 05:00","26963","26480"
"25.07.2024 05:00 - 25.07.2024 05:15","27282","26680"
"25.07.2024 05:15 - 25.07.2024 05:30","27515","27088"
"25.07.2024 05:30 - 25.07.2024 05:45","27726","27388"
"25.07.2024 05:45 - 25.07.2024 06:00","27930","27700"
"25.07.2024 06:00 - 25.07.2024 06:15","28085","27828"
"25.07.2024 06:15 - 25.07.2024 06:30","28333","28044"
"25.07.2024 06:30 - 25.07.2024 06:45","28623","28532"
"25.07.2024 06:45 - 25.07.2024 07:00","28944","28732"
"25.07.2024 07:00 - 25.07.2024 07:15","29309","28868"
"25.07.2024 07:15 - 25.07.2024 07:30","29637","29044"
"25.07.2024 07:30 - 25.07.2024 07:45","29943","29412"
"25.07.2024 07:45 - 25.07.2024 08:00","30217","29684"
"25.07.2024 08:00 - 25.07.2024 08:15","30543","29896"
"25.07.2024 08:15 - 25.07.2024 08:30","30734","30132"
"25.07.2024 08:30 - 25.07.2024 08:45","30878","30232"
"25.07.2024 08:45 - 25.07.2024 09:00","30992","30328"
"25.07.2024 09:00 - 25.07.2024 09:15","31061","30480"
"25.07.2024 09:15 - 25.07.2024 09:30","31183","30712"
"25.07.2024 09:30 - 25.07.2024 09:45","31335","30940"
"25.07.2024 09:45 - 25.07.2024 10:00","31512","31132"
"25.07.2024 10:00 - 25.07.2024 10:15","31709","31312"
"25.07.2024 10:15 - 25.07.2024 10:30","31896","31400"
"25.07.2024 10:30 - 25.07.2024 10:45","32071","31604"
"25.07.2024 10:45 - 25.07.2024 11:00","32240","31768"
"25.07.2024 11:00 - 25.07.2024 11:15","32397","31948"
"25.07.2024 11:15 - 25.07.2024 11:30","32582","32124"
"25.07.2024 11:30 - 25.07.2024 11:45","32782","32360"
"25.07.2024 11:45 - 25.07.2024 12:00","32971","32512"
"25.07.2024 12:00 - 25.07.2024 12:15","33273","32672"
"25.07.2024 12:15 - 25.07.2024 12:30","33344","32688"
"25.07.2024 12:30 - 25.07.2024 12:45","33319","32960"
"25.07.2024 12:45 - 25.07.2024 13:00","33224","32940"
"25.07.2024 13:00 - 25.07.2024 13:15","33067","32912"
"25.07.2024 13:15 - 25.07.2024 13:30","32946","32564"
"25.07.2024 13:30 - 25.07.2024 13:45","32862","32492"
"25.07.2024 13:45 - 25.07.2024 14:00","32815","32540"
"25.07.2024 14:00 - 25.07.2024 14:15","32752","32464"
"25.07.2024 14:15 - 25.07.2024 14:30","32764","32508"
"25.07.2024 14:30 - 25.07.2024 14:45","32796","32396"
"25.07.2024 14:45 - 25.07.2024 15:00","32844","32540"
"25.07.2024 15:00 - 25.07.2024 15:15","32892","32564"
"25.07.2024 15:15 - 25.07.2024 15:30","32956","32668"
"25.07.2024 15:30 - 25.07.2024 15:45","33022","32824"
"25.07.2024 15:45 - 25.07.2024 16:00","33095","32900"
"25.07.2024 16:00 - 25.07.2024 16:15","33150","33020"
"25.07.2024 16:15 - 25.07.2024 16:30","33253","32856"
"25.07.2024 16:30 - 25.07.2024 16:45","33374","32912"
"25.07.2024 16:45 - 25.07.2024 17:00","33499","33044"
"25.07.2024 17:00 - 25.07.2024 17:15","33685","33080"
"25.07.2024 17:15 - 25.07.2024 17:30","33754","33364"
"25.07.2024 17:30 - 25.07.2024 17:45","33772","33364"
"25.07.2024 17:45 - 25.07.2024 18:00","33754","33388"
"25.07.2024 18:00 - 25.07.2024 18:15","33697","33448"
"25.07.2024 18:15 - 25.07.2024 18:30","33677","33440"
"25.07.2024 18:30 - 25.07.2024 18:45","33683","33400"
"25.07.2024 18:45 - 25.07.2024 19:00","33706","33528"
"25.07.2024 19:00 - 25.07.2024 19:15","33783","33432"
"25.07.2024 19:15 - 25.07.2024 19:30","33793","33300"
"25.07.2024 19:30 - 25.07.2024 19:45","33769","33432"
"25.07.2024 19:45 - 25.07.2024 20:00","33675","33548"
"25.07.2024 20:00 - 25.07.2024 20:15","33768","33492"
"25.07.2024 20:15 - 25.07.2024 20:30","33413","33056"
"25.07.2024 20:30 - 25.07.2024 20:45","32888","32708"
"25.07.2024 20:45 - 25.07.2024 21:00","32260","32296"
"25.07.2024 21:00 - 25.07.2024 21:15","31472","31828"
"25.07.2024 21:15 - 25.07.2024 21:30","30897","31268"
"25.07.2024 21:30 - 25.07.2024 21:45","30451","30660"
"25.07.2024 21:45 - 25.07.2024 22:00","30094","30092"
"25.07.2024 22:00 - 25.07.2024 22:15","29611","29524"
"25.07.2024 22:15 - 25.07.2024 22:30","29241","29420"
"25.07.2024 22:30 - 25.07.2024 22:45","28829","29380"
"25.07.2024 22:45 - 25.07.2024 23:00","28385","28816"
"25.07.2024 23:00 - 25.07.2024 23:15","27915","28248"
"25.07.2024 23:15 - 25.07.2024 23:30","27468","27800"
"25.07.2024 23:30 - 25.07.2024 23:45","27046","27316"
"25.07.2024 23:45 - 26.07.2024 00:00","26657","26976"
"26.07.2024 00:00 - 26.07.2024 00:15","26225","26472"
"26.07.2024 00:15 - 26.07.2024 00:30","25920","26144"
"26.07.2024 00:30 - 26.07.2024 00:45","25665","25904"
"26.07.2024 00:45 - 26.07.2024 01:00","25452","25568"
"26.07.2024 01:00 - 26.07.2024 01:15","25227","25400"
"26.07.2024 01:15 - 26.07.2024 01:30","25079","25140"
"26.07.2024 01:30 - 26.07.2024 01:45","24953","25080"
"26.07.2024 01:45 - 26.07.2024 02:00","24845","25048"
"26.07.2024 02:00 - 26.07.2024 02:15","24717","24932"
"26.07.2024 02:15 - 26.07.2024 02:30","24636","24820"
"26.07.2024 02:30 - 26.07.2024 02:45","24571","24868"
"26.07.2024 02:45 - 26.07.2024 03:00","24552","24832"
"26.07.2024 03:00 - 26.07.2024 03:15","24376","24672"
"26.07.2024 03:15 - 26.07.2024 03:30","24558","24808"
"26.07.2024 03:30 - 26.07.2024 03:45","24880","24876"
"26.07.2024 03:45 - 26.07.2024 04:00","25313","24944"
"26.07.2024 04:00 - 26.07.2024 04:15","25816","25200"
"26.07.2024 04:15 - 26.07.2024 04:30","26330","26148"
"26.07.2024 04:30 - 26.07.2024 04:45","26822","26572"
"26.07.2024 04:45 - 26.07.2024 05:00","27279","26996"
"26.07.2024 05:00 - 26.07.2024 05:15","27804","27240"
"26.07.2024 05:15 - 26.07.2024 05:30","28171","27820"
"26.07.2024 05:30 - 26.07.2024 05:45","28486","28116"
"26.07.2024 05:45 - 26.07.2024 06:00","28765","28552"
"26.07.2024 06:00 - 26.07.2024 06:15","29020","28724"
"26.07.2024 06:15 - 26.07.2024 06:30","29283","29040"
"26.07.2024 06:30 - 26.07.2024 06:45","29564","29436"
"26.07.2024 06:45 - 26.07.2024 07:00","29857","29816"
"26.07.2024 07:00 - 26.07.2024 07:15","30180","29900"
"26.07.2024 07:15 - 26.07.2024 07:30","30466","30364"
"26.07.2024 07:30 - 26.07.2024 07:45","30734","30704"
"26.07.2024 07:45 - 26.07.2024 08:00","30979","31032"
"26.07.2024 08:00 - 26.07.2024 08:15","31261","31292"
"26.07.2024 08:15 - 26.07.2024 08:30","31450","30936"
"26.07.2024 08:30 - 26.07.2024 08:45","31606","31328"
"26.07.2024 08:45 - 26.07.2024 09:00","31739","31516"
"26.07.2024 09:00 - 26.07.2024 09:15","31857","31448"
"26.07.2024 09:15 - 26.07.2024 09:30","31974","31624"
"26.07.2024 09:30 - 26.07.2024 09:45","32098","31888"
"26.07.2024 09:45 - 26.07.2024 10:00","32233","31936"
"26.07.2024 10:00 - 26.07.2024 10:15","32352","31968"
"26.07.2024 10:15 - 26.07.2024 10:30","32524","32208"
"26.07.2024 10:30 - 26.07.2024 10:45","32717","32380"
"26.07.2024 10:45 - 26.07.2024 11:00","32912","32508"
"26.07.2024 11:00 - 26.07.2024 11:15","33185","32696"
"26.07.2024 11:15 - 26.07.2024 11:30","33314","32852"
"26.07.2024 11:30 - 26.07.2024 11:45","33381","33024"
"26.07.2024 11:45 - 26.07.2024 12:00","33390","32988"
"26.07.2024 12:00 - 26.07.2024 12:15","33418","33012"
"26.07.2024 12:15 - 26.07.2024 12:30","33339","32992"
"26.07.2024 12:30 - 26.07.2024 12:45","33232","33084"
"26.07.2024 12:45 - 26.07.2024 13:00","33109","33188"
"26.07.2024 13:00 - 26.07.2024 13:15","32955","33004"
"26.07.2024 13:15 - 26.07.2024 13:30","32836","32660"
"26.07.2024 13:30 - 26.07.2024 13:45","32737","32584"
"26.07.2024 13:45 - 26.07.2024 14:00","32667","32504"
"26.07.2024 14:00 - 26.07.2024 14:15","32549","32456"
"26.07.2024 14:15 - 26.07.2024 14:30","32557","32556"
"26.07.2024 14:30 - 26.07.2024 14:45","32610","32348"
"26.07.2024 14:45 - 26.07.2024 15:00","32695","32364"
"26.07.2024 15:00 - 26.07.2024 15:15","32810","32408"
"26.07.2024 15:15 - 26.07.2024 15:30","32902","32484"
"26.07.2024 15:30 - 26.07.2024 15:45","32974","32636"
"26.07.2024 15:45 - 26.07.2024 16:00","33037","32800"
"26.07.2024 16:00 - 26.07.2024 16:15","33067","32888"
"26.07.2024 16:15 - 26.07.2024 16:30","33156","32784"
"26.07.2024 16:30 - 26.07.2024 16:45","33272","32820"
"26.07.2024 16:45 - 26.07.2024 17:00","33397","32924"
"26.07.2024 17:00 - 26.07.2024 17:15","33604","33100"
"26.07.2024 17:15 - 26.07.2024 17:30","33662","33264"
"26.07.2024 17:30 - 26.07.2024 17:45","33652","33328"
"26.07.2024 17:45 - 26.07.2024 18:00","33590","33172"
"26.07.2024 18:00 - 26.07.2024 18:15","33508","33256"
"26.07.2024 18:15 - 26.07.2024 18:30","33405","33220"
"26.07.2024 18:30 - 26.07.2024 18:45","33310","33184"
"26.07.2024 18:45 - 26.07.2024 19:00","33216","32928"
"26.07.2024 19:00 - 26.07.2024 19:15","33166","32912"
"26.07.2024 19:15 - 26.07.2024 19:30","33043","32648"
"26.07.2024 19:30 - 26.07.2024 19:45","32889","32648"
"26.07.2024 19:45 - 26.07.2024 20:00","32687","32796"
"26.07.2024 20:00 - 26.07.2024 20:15","32587","32660"
"26.07.2024 20:15 - 26.07.2024 20:30","32234","32160"
"26.07.2024 20:30 - 26.07.2024 20:45","31789","31788"
"26.07.2024 20:45 - 26.07.2024 21:00","31288","31376"
"26.07.2024 21:00 - 26.07.2024 21:15","30711","30836"
"26.07.2024 21:15 - 26.07.2024 21:30","30229","30224"
"26.07.2024 21:30 - 26.07.2024 21:45","29812","29620"
"26.07.2024 21:45 - 26.07.2024 22:00","29441","29108"
"26.07.2024 22:00 - 26.07.2024 22:15","28848","28600"
"26.07.2024 22:15 - 26.07.2024 22:30","28506","28544"
"26.07.2024 22:30 - 26.07.2024 22:45","28108","28620"
"26.07.2024 22:45 - 26.07.2024 23:00","27672","28124"
"26.07.2024 23:00 - 26.07.2024 23:15","27199","27624"
"26.07.2024 23:15 - 26.07.2024 23:30","26759","27292"
"26.07.2024 23:30 - 26.07.2024 23:45","26350","26856"
"26.07.2024 23:45 - 27.07.2024 00:00","25976","26192"
"27.07.2024 00:00 - 27.07.2024 00:15","25577","25952"
"27.07.2024 00:15 - 27.07.2024 00:30","25272","25640"
"27.07.2024 00:30 - 27.07.2024 00:45","25001","25208"
"27.07.2024 00:45 - 27.07.2024 01:00","24762","24960"
"27.07.2024 01:00 - 27.07.2024 01:15","24506","24764"
"27.07.2024 01:15 - 27.07.2024 01:30","24325","24524"
"27.07.2024 01:30 - 27.07.2024 01:45","24169","24332"
"27.07.2024 01:45 - 27.07.2024 02:00","24029","24208"
"27.07.2024 02:00 - 27.07.2024 02:15","23901","24040"
"27.07.2024 02:15 - 27.07.2024 02:30","23764","23732"
"27.07.2024 02:30 - 27.07.2024 02:45","23618","23692"
"27.07.2024 02:45 - 27.07.2024 03:00","23480","23580"
"27.07.2024 03:00 - 27.07.2024 03:15","23271","23524"
"27.07.2024 03:15 - 27.07.2024 03:30","23211","23512"
"27.07.2024 03:30 - 27.07.2024 03:45","23213","23448"
"27.07.2024 03:45 - 27.07.2024 04:00","23258","23244"
"27.07.2024 04:00 - 27.07.2024 04:15","23344","23264"
"27.07.2024 04:15 - 27.07.2024 04:30","23393","23632"
"27.07.2024 04:30 - 27.07.2024 04:45","23413","23600"
"27.07.2024 04:45 - 27.07.2024 05:00","23426","23740"
"27.07.2024 05:00 - 27.07.2024 05:15","23341","23716"
"27.07.2024 05:15 - 27.07.2024 05:30","23435","23716"
"27.07.2024 05:30 - 27.07.2024 05:45","23610","23748"
"27.07.2024 05:45 - 27.07.2024 06:00","23855","23876"
"27.07.2024 06:00 - 27.07.2024 06:15","24100","24008"
"27.07.2024 06:15 - 27.07.2024 06:30","24436","24368"
"27.07.2024 06:30 - 27.07.2024 06:45","24792","24700"
"27.07.2024 06:45 - 27.07.2024 07:00","25159","25044"
"27.07.2024 07:00 - 27.07.2024 07:15","25566","25448"
"27.07.2024 07:15 - 27.07.2024 07:30","25920","25752"
"27.07.2024 07:30 - 27.07.2024 07:45","26251","26120"
"27.07.2024 07:45 - 27.07.2024 08:00","26555","26360"
"27.07.2024 08:00 - 27.07.2024 08:15","26908","26652"
"27.07.2024 08:15 - 27.07.2024 08:30","27144","26936"
"27.07.2024 08:30 - 27.07.2024 08:45","27340","27240"
"27.07.2024 08:45 - 27.07.2024 09:00","27500","27368"
"27.07.2024 09:00 - 27.07.2024 09:15","27672","27396"
"27.07.2024 09:15 - 27.07.2024 09:30","27779","27540"
"27.07.2024 09:30 - 27.07.2024 09:45","27870","27644"
"27.07.2024 09:45 - 27.07.2024 10:00","27954","27684"
"27.07.2024 10:00 - 27.07.2024 10:15","28011","27768"
"27.07.2024 10:15 - 27.07.2024 10:30","28117","27864"
"27.07.2024 10:30 - 27.07.2024 10:45","28245","28124"
"27.07.2024 10:45 - 27.07.2024 11:00","28384","28384"
"27.07.2024 11:00 - 27.07.2024 11:15","28576","28536"
"27.07.2024 11:15 - 27.07.2024 11:30","28680","28688"
"27.07.2024 11:30 - 27.07.2024 11:45","28744","28792"
"27.07.2024 11:45 - 27.07.2024 12:00","28768","29080"
"27.07.2024 12:00 - 27.07.2024 12:15","28814","29212"
"27.07.2024 12:15 - 27.07.2024 12:30","28773","29216"
"27.07.2024 12:30 - 27.07.2024 12:45","28708","29224"
"27.07.2024 12:45 - 27.07.2024 13:00","28623","29228"
"27.07.2024 13:00 - 27.07.2024 13:15","28535","29288"
"27.07.2024 13:15 - 27.07.2024 13:30","28423","29100"
"27.07.2024 13:30 - 27.07.2024 13:45","28308","29128"
"27.07.2024 13:45 - 27.07.2024 14:00","28204","29108"
"27.07.2024 14:00 - 27.07.2024 14:15","28035","29092"
"27.07.2024 14:15 - 27.07.2024 14:30","28001","28984"
"27.07.2024 14:30 - 27.07.2024 14:45","28023","28836"
"27.07.2024 14:45 - 27.07.2024 15:00","28091","28972"
"27.07.2024 15:00 - 27.07.2024 15:15","28158","28968"
"27.07.2024 15:15 - 27.07.2024 15:30","28281","28772"
"27.07.2024 15:30 - 27.07.2024 15:45","28414","28828"
"27.07.2024 15:45 - 27.07.2024 16:00","28558","29100"
"27.07.2024 16:00 - 27.07.2024 16:15","28692","29216"
"27.07.2024 16:15 - 27.07.2024 16:30","28863","29456"
"27.07.2024 16:30 - 27.07.2024 16:45","29050","29596"
"27.07.2024 16:45 - 27.07.2024 17:00","29235","29928"
"27.07.2024 17:00 - 27.07.2024 17:15","29483","29960"
"27.07.2024 17:15 - 27.07.2024 17:30","29607","30224"
"27.07.2024 17:30 - 27.07.2024 17:45","29680","30256"
"27.07.2024 17:45 - 27.07.2024 18:00","29716","30428"
"27.07.2024 18:00 - 27.07.2024 18:15","29711","30484"
"27.07.2024 18:15 - 27.07.2024 18:30","29751","30660"
"27.07.2024 18:30 - 27.07.2024 18:45","29821","30792"
"27.07.2024 18:45 - 27.07.2024 19:00","29906","30688"
"27.07.2024 19:00 - 27.07.2024 19:15","30064","30740"
"27.07.2024 19:15 - 27.07.2024 19:30","30109","30780"
"27.07.2024 19:30 - 27.07.2024 19:45","30100","30988"
"27.07.2024 19:45 - 27.07.2024 20:00","30022","31216"
"27.07.2024 20:00 - 27.07.2024 20:15","30055","31336"
"27.07.2024 20:15 - 27.07.2024 20:30","29792","30956"
"27.07.2024 20:30 - 27.07.2024 20:45","29424","30548"
"27.07.2024 20:45 - 27.07.2024 21:00","28984","30160"
"27.07.2024 21:00 - 27.07.2024 21:15","28489","29600"
"27.07.2024 21:15 - 27.07.2024 21:30","28027","29092"
"27.07.2024 21:30 - 27.07.2024 21:45","27606","28564"
"27.07.2024 21:45 - 27.07.2024 22:00","27218","27936"
"27.07.2024 22:00 - 27.07.2024 22:15","27128","27500"
"27.07.2024 22:15 - 27.07.2024 22:30","26751","27032"
"27.07.2024 22:30 - 27.07.2024 22:45","26426","26696"
"27.07.2024 22:45 - 27.07.2024 23:00","26131","26280"
"27.07.2024 23:00 - 27.07.2024 23:15","25907","25888"
"27.07.2024 23:15 - 27.07.2024 23:30","25582","25408"
"27.07.2024 23:30 - 27.07.2024 23:45","25208","25152"
"27.07.2024 23:45 - 28.07.2024 00:00","24806","24780"
"28.07.2024 00:00 - 28.07.2024 00:15","24341","24336"
"28.07.2024 00:15 - 28.07.2024 00:30","23973","24080"
"28.07.2024 00:30 - 28.07.2024 00:45","23661","23800"
"28.07.2024 00:45 - 28.07.2024 01:00","23400","23460"
"28.07.2024 01:00 - 28.07.2024 01:15","23132","23276"
"28.07.2024 01:15 - 28.07.2024 01:30","22938","23140"
"28.07.2024 01:30 - 28.07.2024 01:45","22761","22744"
"28.07.2024 01:45 - 28.07.2024 02:00","22600","22676"
"28.07.2024 02:00 - 28.07.2024 02:15","22426","22520"
"28.07.2024 02:15 - 28.07.2024 02:30","22292","22356"
"28.07.2024 02:30 - 28.07.2024 02:45","22172","22144"
"28.07.2024 02:45 - 28.07.2024 03:00","22071","22212"
"28.07.2024 03:00 - 28.07.2024 03:15","21933","22148"
"28.07.2024 03:15 - 28.07.2024 03:30","21893","21896"
"28.07.2024 03:30 - 28.07.2024 03:45","21888","21980"
"28.07.2024 03:45 - 28.07.2024 04:00","21903","21932"
"28.07.2024 04:00 - 28.07.2024 04:15","21968","21976"
"28.07.2024 04:15 - 28.07.2024 04:30","21952","22112"
"28.07.2024 04:30 - 28.07.2024 04:45","21895","22072"
"28.07.2024 04:45 - 28.07.2024 05:00","21818","22160"
"28.07.2024 05:00 - 28.07.2024 05:15","21665","22024"
"28.07.2024 05:15 - 28.07.2024 05:30","21631","21920"
"28.07.2024 05:30 - 28.07.2024 05:45","21653","21764"
"28.07.2024 05:45 - 28.07.2024 06:00","21731","21688"
"28.07.2024 06:00 - 28.07.2024 06:15","21788","21608"
"28.07.2024 06:15 - 28.07.2024 06:30","21948","21832"
"28.07.2024 06:30 - 28.07.2024 06:45","22137","22116"
"28.07.2024 06:45 - 28.07.2024 07:00","22346","22280"
"28.07.2024 07:00 - 28.07.2024 07:15","22567","22540"
"28.07.2024 07:15 - 28.07.2024 07:30","22793","22812"
"28.07.2024 07:30 - 28.07.2024 07:45","23016","23220"
"28.07.2024 07:45 - 28.07.2024 08:00","23237","23272"
"28.07.2024 08:00 - 28.07.2024 08:15","23461","23496"
"28.07.2024 08:15 - 28.07.2024 08:30","23682","23800"
"28.07.2024 08:30 - 28.07.2024 08:45","23903","24160"
"28.07.2024 08:45 - 28.07.2024 09:00","24124","24332"
"28.07.2024 09:00 - 28.07.2024 09:15","24360","24408"
"28.07.2024 09:15 - 28.07.2024 09:30","24569","25004"
"28.07.2024 09:30 - 28.07.2024 09:45","24769","25196"
"28.07.2024 09:45 - 28.07.2024 10:00","24960","25336"
"28.07.2024 10:00 - 28.07.2024 10:15","25156","25480"
"28.07.2024 10:15 - 28.07.2024 10:30","25330","25628"
"28.07.2024 10:30 - 28.07.2024 10:45","25500","25612"
"28.07.2024 10:45 - 28.07.2024 11:00","25674","25824"
"28.07.2024 11:00 - 28.07.2024 11:15","25821","25988"
"28.07.2024 11:15 - 28.07.2024 11:30","26034","26240"
"28.07.2024 11:30 - 28.07.2024 11:45","26275","26728"
"28.07.2024 11:45 - 28.07.2024 12:00","26519","26948"
"28.07.2024 12:00 - 28.07.2024 12:15","26874","27276"
"28.07.2024 12:15 - 28.07.2024 12:30","27021","27552"
"28.07.2024 12:30 - 28.07.2024 12:45","27078","27744"
"28.07.2024 12:45 - 28.07.2024 13:00","27063","27672"
"28.07.2024 13:00 - 28.07.2024 13:15","27021","27608"
"28.07.2024 13:15 - 28.07.2024 13:30","26941","27544"
"28.07.2024 13:30 - 28.07.2024 13:45","26867","27452"
"28.07.2024 13:45 - 28.07.2024 14:00","26810","27412"
"28.07.2024 14:00 - 28.07.2024 14:15","26703","27388"
"28.07.2024 14:15 - 28.07.2024 14:30","26709","27388"
"28.07.2024 14:30 - 28.07.2024 14:45","26758","27524"
"28.07.2024 14:45 - 28.07.2024 15:00","26847","27408"
"28.07.2024 15:00 - 28.07.2024 15:15","26919","27456"
"28.07.2024 15:15 - 28.07.2024 15:30","27070","27660"
"28.07.2024 15:30 - 28.07.2024 15:45","27245","27900"
"28.07.2024 15:45 - 28.07.2024 16:00","27440","28068"
"28.07.2024 16:00 - 28.07.2024 16:15","27632","28276"
"28.07.2024 16:15 - 28.07.2024 16:30","27859","28680"
"28.07.2024 16:30 - 28.07.2024 16:45","28097","28692"
"28.07.2024 16:45 - 28.07.2024 17:00","28338","28816"
"28.07.2024 17:00 - 28.07.2024 17:15","28608","29052"
"28.07.2024 17:15 - 28.07.2024 17:30","28831","29368"
"28.07.2024 17:30 - 28.07.2024 17:45","29035","29328"
"28.07.2024 17:45 - 28.07.2024 18:00","29224","29504"
"28.07.2024 18:00 - 28.07.2024 18:15","29406","29736"
"28.07.2024 18:15 - 28.07.2024 18:30","29585","29960"
"28.07.2024 18:30 - 28.07.2024 18:45","29768","29980"
"28.07.2024 18:45 - 28.07.2024 19:00","29955","30096"
"28.07.2024 19:00 - 28.07.2024 19:15","30160","30144"
"28.07.2024 19:15 - 28.07.2024 19:30","30353","30432"
"28.07.2024 19:30 - 28.07.2024 19:45","30540","30680"
"28.07.2024 19:45 - 28.07.2024 20:00","30685","31200"
"28.07.2024 20:00 - 28.07.2024 20:15","31017","31480"
"28.07.2024 20:15 - 28.07.2024 20:30","30941","31576"
"28.07.2024 20:30 - 28.07.2024 20:45","30701","31384"
"28.07.2024 20:45 - 28.07.2024 21:00","30332","31084"
"28.07.2024 21:00 - 28.07.2024 21:15","29927","30712"
"28.07.2024 21:15 - 28.07.2024 21:30","29448","30180"
"28.07.2024 21:30 - 28.07.2024 21:45","28980","29668"
"28.07.2024 21:45 - 28.07.2024 22:00","28528","29176"
"28.07.2024 22:00 - 28.07.2024 22:15","28163","28596"
"28.07.2024 22:15 - 28.07.2024 22:30","27732","28152"
"28.07.2024 22:30 - 28.07.2024 22:45","27263","27828"
"28.07.2024 22:45 - 28.07.2024 23:00","26774","27292"
"28.07.2024 23:00 - 28.07.2024 23:15","26231","26852"
"28.07.2024 23:15 - 28.07.2024 23:30","25781","26456"
"28.07.2024 23:30 - 28.07.2024 23:45","25381","25896"
"28.07.2024 23:45 - 29.07.2024 00:00","25033","25556"
"29.07.2024 00:00 - 29.07.2024 00:15","24662","25260"
"29.07.2024 00:15 - 29.07.2024 00:30","24398","24796"
"29.07.2024 00:30 - 29.07.2024 00:45","24169","24532"
"29.07.2024 00:45 - 29.07.2024 01:00","23973","24272"
"29.07.2024 01:00 - 29.07.2024 01:15","23751","23960"
"29.07.2024 01:15 - 29.07.2024 01:30","23617","23876"
"29.07.2024 01:30 - 29.07.2024 01:45","23514","23784"
"29.07.2024 01:45 - 29.07.2024 02:00","23438","23600"
"29.07.2024 02:00 - 29.07.2024 02:15","23327","23432"
"29.07.2024 02:15 - 29.07.2024 02:30","23302","23488"
"29.07.2024 02:30 - 29.07.2024 02:45","23306","23468"
"29.07.2024 02:45 - 29.07.2024 03:00","23373","23396"
"29.07.2024 03:00 - 29.07.2024 03:15","23268","23396"
"29.07.2024 03:15 - 29.07.2024 03:30","23571","23524"
"29.07.2024 03:30 - 29.07.2024 03:45","24034","23716"
"29.07.2024 03:45 - 29.07.2024 04:00","24613","23904"
"29.07.2024 04:00 - 29.07.2024 04:15","25315","24292"
"29.07.2024 04:15 - 29.07.2024 04:30","25944","25352"
"29.07.2024 04:30 - 29.07.2024 04:45","26519","26036"
"29.07.2024 04:45 - 29.07.2024 05:00","27037","26720"
"29.07.2024 05:00 - 29.07.2024 05:15","27587","27084"
"29.07.2024 05:15 - 29.07.2024 05:30","28029","27996"
"29.07.2024 05:30 - 29.07.2024 05:45","28450","28516"
"29.07.2024 05:45 - 29.07.2024 06:00","28863","28936"
"29.07.2024 06:00 - 29.07.2024 06:15","29260","29140"
"29.07.2024 06:15 - 29.07.2024 06:30","29691","29556"
"29.07.2024 06:30 - 29.07.2024 06:45","30146","30176"
"29.07.2024 06:45 - 29.07.2024 07:00","30605","30488"
"29.07.2024 07:00 - 29.07.2024 07:15","31151","30800"
"29.07.2024 07:15 - 29.07.2024 07:30","31548","31336"
"29.07.2024 07:30 - 29.07.2024 07:45","31882","31880"
"29.07.2024 07:45 - 29.07.2024 08:00","32165","32212"
"29.07.2024 08:00 - 29.07.2024 08:15","32448","32472"
"29.07.2024 08:15 - 29.07.2024 08:30","32675","32580"
